"   ","ID_DR","NAME_DR","RATIO_DR","ID_DS","NAME_DS","RATIO_DS","ID_BG_DS","NAME_BG_DS","RATIO_BG_DS","ID_CATEGORY1","NAME_CATEGORY1","RATIO_CATEGORY1","ID_CATEGORY2","NAME_CATEGORY2","RATIO_CATEGORY2","ID_CATEGORY3","NAME_CATEGORY3","RATIO_CATEGORY3","ID_CATEGORY4","NAME_CATEGORY4","RATIO_CATEGORY4","ID_CATEGORY5","NAME_CATEGORY5","RATIO_CATEGORY5","ID_CATEGORY6","NAME_CATEGORY6","RATIO_CATEGORY6"
"793","DR102271","脑血康胶囊","1","DS15820","脑血康胶囊","1","DG5192","脑血康胶囊","0.0795","DC207","内科活血消癥剂","0.0009","DC51","内科祛瘀剂","0.8818","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"794","DR90643","血脉通胶囊","1","DS12769","血脉通胶囊","1","DG1336","血脉通胶囊","0.0039","DC205","内科化瘀宽胸剂","0.133","DC51","内科祛瘀剂","0.8818","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"795","DR92172","正清风痛宁胶囊","1","DS17026","正清风痛宁胶囊","1","DG7102","正清风痛宁胶囊","0.0022","DC231","内科祛风除湿剂","0.2208","DC58","内科祛湿剂","0.0329","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"796","DR86524","富马酸托特罗定片","1","DS21153","富马酸托特罗定","0.551","DG10890","托特罗定","0.9333","DC680","泌尿道解痉药","0.0082","DC308","其他泌尿系统药物，包括解痉药","0.7294","DC84","泌尿系统药","0.8688","DC17","泌尿生殖系统药和性激素","0.0872","DC2","西药","0.7954","","",""
"797","DR87087","泛影葡胺注射液","1","DS20528","泛影葡胺","1","DG13391","泛影葡胺","0.5833","DC615","水溶性、向肾性、高渗X射线造影剂","0.0673","DC268","碘化X射线造影剂","0.849","DC75","造影剂","0.1147","DC16","杂类","0.2065","DC2","西药","0.7954","","",""
"798","DR84509","双氯芬酸钠滴眼液","0.0086","DS1616","双氯芬酸钠","0.9886","DG5786","双氯芬酸","0.1943","DC972","醋酸衍生物及相关药物","0.4123","DC454","非甾体类抗炎和抗风湿药","0.9997","DC128","抗炎和抗风湿药","0.6822","DC25","肌肉-骨骼系统药物","0.0559","DC2","西药","0.7954","","",""
"799","DR84509","双氯芬酸钠滴眼液","0.0086","DS1616","双氯芬酸钠","0.9886","DG5786","双氯芬酸","1","DC489","其他口腔局部治疗用药","0.4442","DC139","口腔科制剂","0.0222","DC26","消化道和代谢方面的药物","0.3097","DC2","西药","0.7954","","","","","",""
"800","DR84509","双氯芬酸钠滴眼液","0.0086","DS1616","双氯芬酸钠","0.9886","DG5786","双氯芬酸","0.1857","DC459","局部用非甾体类抗炎药","0.7547","DC129","关节和肌肉痛局部用药","0.3897","DC25","肌肉-骨骼系统药物","0.0559","DC2","西药","0.7954","","","","","",""
"801","DR84520","双氯芬酸钠片","0.0072","DS1616","双氯芬酸钠","0.9886","DG5786","双氯芬酸","0.1943","DC972","醋酸衍生物及相关药物","0.4123","DC454","非甾体类抗炎和抗风湿药","0.9997","DC128","抗炎和抗风湿药","0.6822","DC25","肌肉-骨骼系统药物","0.0559","DC2","西药","0.7954","","",""
"802","DR84520","双氯芬酸钠片","0.0072","DS1616","双氯芬酸钠","0.9886","DG5786","双氯芬酸","1","DC489","其他口腔局部治疗用药","0.4442","DC139","口腔科制剂","0.0222","DC26","消化道和代谢方面的药物","0.3097","DC2","西药","0.7954","","","","","",""
"803","DR84520","双氯芬酸钠片","0.0072","DS1616","双氯芬酸钠","0.9886","DG5786","双氯芬酸","0.1857","DC459","局部用非甾体类抗炎药","0.7547","DC129","关节和肌肉痛局部用药","0.3897","DC25","肌肉-骨骼系统药物","0.0559","DC2","西药","0.7954","","","","","",""
"804","DR84677","替硝唑片","0.9416","DS1991","替硝唑","0.9563","DG13725","替硝唑","0.1685","DC911","咪唑和三唑衍生物","0.3729","DC412","皮肤用局部抗真菌药","1","DC114","皮肤用抗真菌药","0.359","DC23","皮肤病用药","0.0792","DC2","西药","0.7954","","",""
"805","DR84677","替硝唑片","0.9416","DS1991","替硝唑","0.9563","DG13725","替硝唑","0.2979","DC733","咪唑衍生物药","0.8459","DC322","其他全身用抗菌药","0.0737","DC90","全身用抗菌药","0.9519","DC18","全身用抗感染药","0.1011","DC2","西药","0.7954","","",""
"806","DR84677","替硝唑片","0.9416","DS1991","替硝唑","0.9563","DG13725","替硝唑","0.1832","DC684","妇科用咪唑衍生物","0.7469","DC309","抗感染药和抗菌剂，与皮质激素类的复方制剂除外","1","DC85","妇科抗感染药和抗菌剂","0.1497","DC17","泌尿生殖系统药和性激素","0.0872","DC2","西药","0.7954","","",""
"807","DR84682","替硝唑注射液","0.0406","DS1991","替硝唑","0.9563","DG13725","替硝唑","0.1685","DC911","咪唑和三唑衍生物","0.3729","DC412","皮肤用局部抗真菌药","1","DC114","皮肤用抗真菌药","0.359","DC23","皮肤病用药","0.0792","DC2","西药","0.7954","","",""
"808","DR84682","替硝唑注射液","0.0406","DS1991","替硝唑","0.9563","DG13725","替硝唑","0.2979","DC733","咪唑衍生物药","0.8459","DC322","其他全身用抗菌药","0.0737","DC90","全身用抗菌药","0.9519","DC18","全身用抗感染药","0.1011","DC2","西药","0.7954","","",""
"809","DR84682","替硝唑注射液","0.0406","DS1991","替硝唑","0.9563","DG13725","替硝唑","0.1832","DC684","妇科用咪唑衍生物","0.7469","DC309","抗感染药和抗菌剂，与皮质激素类的复方制剂除外","1","DC85","妇科抗感染药和抗菌剂","0.1497","DC17","泌尿生殖系统药和性激素","0.0872","DC2","西药","0.7954","","",""
"810","DR84719","头孢氨苄缓释胶囊","0.0364","DS2276","头孢氨苄","1","DG12434","头孢氨苄","0.0354","DC727","第一代头孢菌素","0.1394","DC321","其他β-内酰胺类抗菌药","0.5027","DC90","全身用抗菌药","0.9519","DC18","全身用抗感染药","0.1011","DC2","西药","0.7954","","",""
"811","DR84894","硫普罗宁肠溶胶囊","1","DS491","硫普罗宁","1","DG12716","硫普罗宁","0.0014","DC1036","肝脏治疗药","1","DC509","肝脏治疗药，抗脂肪肝药","0.933","DC145","胆和肝治疗药","0.0311","DC26","消化道和代谢方面的药物","0.3097","DC2","西药","0.7954","","",""
"812","DR161","盐酸阿莫罗芬乳膏","1","DS2119","盐酸阿莫罗芬","1","DG12036","阿莫罗芬","0.2308","DC912","其他局部用抗真菌药","0.0139","DC412","皮肤用局部抗真菌药","1","DC114","皮肤用抗真菌药","0.359","DC23","皮肤病用药","0.0792","DC2","西药","0.7954","","",""
"813","DR830","阿普唑仑片","1","DS3026","阿普唑仑","1","DG12859","阿普唑仑","0.1552","DC839","抗焦虑苯二氮卓衍生物","0.9842","DC374","抗焦虑药","0.0784","DC104","精神安定药","0.1691","DC20","神经系统药物","0.6013","DC2","西药","0.7954","","",""
"814","DR99176","肝复乐片","1","DS18676","肝复乐片","1","DG9272","肝复乐片","0.0204","DC30","抗肿瘤药","0.0051","DC4","肿瘤用药","0.0483","DC1","中成药","0.6812","","","","","","","","",""
"815","DR99205","肝苏胶囊","1","DS13207","肝苏胶囊","1","DG1957","肝苏胶囊","0.0046","DC556","清肝解毒剂","0.5311","DC178","内科清脏腑热剂","0.1506","DC44","内科清热剂","0.0429","DC10","内科用药","0.9704","DC1","中成药","0.6812","","",""
"816","DR89073","盐酸利多卡因胶浆(Ⅰ)","1","DS21766","盐酸利多卡因(Ⅰ)","0.0277","DG9350","利多卡因","0.9783","DC807","酰胺类","0.9764","DC364","局部麻醉剂","0.9585","DC101","麻醉剂","0.0255","DC20","神经系统药物","0.6013","DC2","西药","0.7954","","",""
"817","DR89073","盐酸利多卡因胶浆(Ⅰ)","1","DS21766","盐酸利多卡因(Ⅰ)","0.0277","DG9350","利多卡因","0.9815","DC1057","Ⅰb类抗心律失常药","0.6598","DC518","Ⅰ类和III类的抗心律失常药","0.1613","DC147","心脏治疗药","0.2061","DC27","心血管系统","0.6531","DC2","西药","0.7954","","",""
"818","DR100807","磷酸西格列汀片","1","DS22066","磷酸西格列汀","1","DG12539","西格列汀","0.3636","DC1023","二肽基肽酶-4(DDP-4)抑制剂","0.0021","DC505","降血糖药物，不含胰岛素","0.8388","DC144","糖尿病用药","0.345","DC26","消化道和代谢方面的药物","0.3097","DC2","西药","0.7954","","",""
"819","DR92602","九味肝泰胶囊","1","DS17522","九味肝泰胶囊","1","DG7802","九味肝泰胶囊","0.2099","DC209","内科疏肝解郁剂","0.0773","DC52","内科理气剂","0.0055","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"820","DR2143","注射用利巴韦林","0.3924","DS1894","利巴韦林","1","DG9403","利巴韦林","0.3465","DC856","抗病毒药","0.0573","DC380","眼科用抗感染药","0.0859","DC106","眼科用药","1","DC21","感觉器官药物","0.402","DC2","西药","0.7954","","",""
"821","DR2143","注射用利巴韦林","0.3924","DS1894","利巴韦林","1","DG9403","利巴韦林","0.3657","DC702","核苷和核苷酸类，逆转录酶抑制剂除外","0.8727","DC315","直接作用的抗病毒药","1","DC89","全身用抗病毒药","0.0212","DC18","全身用抗感染药","0.1011","DC2","西药","0.7954","","",""
"822","DR71734","灯盏生脉胶囊","1","DS3607","灯盏生脉胶囊","1","DG9318","灯盏生脉胶囊","0","DC206","内科化瘀通脉剂","0.4684","DC51","内科祛瘀剂","0.8818","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"823","DR72147","小建中颗粒","1","DS13080","小建中颗粒","1","DG1730","小建中颗粒","0.25","DC559","温中散寒剂","0.2025","DC181","内科温中散寒剂","0.7745","DC45","内科温里剂","0.0005","DC10","内科用药","0.9704","DC1","中成药","0.6812","","",""
"824","DR72295","复方碳酸钙咀嚼片","1","DS2320","复方碳酸钙","1","DG12294","复方碳酸钙","0.0016","DC1050","含矿物质的多种维生素","0.9266","DC516","多种维生素的复方制剂","0.1761","DC146","维生素类","0.2198","DC26","消化道和代谢方面的药物","0.3097","DC2","西药","0.7954","","",""
"825","DR2842","银杏叶提取物注射液","0.5147","DS1541","银杏叶提取物","1","DG11708","银杏叶提取物","0.1277","DC788","其他抗痴呆药","0.244","DC358","抗痴呆药","0.0678","DC99","精神兴奋药","0.4638","DC20","神经系统药物","0.6013","DC2","西药","0.7954","","",""
"826","DR869","茵栀黄颗粒","1","DS2142","茵栀黄颗粒","1","DG3362","茵栀黄颗粒","0.275","DC557","清肝胆湿热剂","0.0323","DC178","内科清脏腑热剂","0.1506","DC44","内科清热剂","0.0429","DC10","内科用药","0.9704","DC1","中成药","0.6812","","",""
"827","DR2034","茵栀黄口服液","1","DS1403","茵栀黄口服液","1","DG7968","茵栀黄口服液","0.125","DC557","清肝胆湿热剂","0.0323","DC178","内科清脏腑热剂","0.1506","DC44","内科清热剂","0.0429","DC10","内科用药","0.9704","DC1","中成药","0.6812","","",""
"828","DR965","癃清胶囊","1","DS355","癃清胶囊","1","DG1159","癃清胶囊","0.0009","DC234","内科清热通淋剂","0.1777","DC58","内科祛湿剂","0.0329","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"829","DR1705","奥氮平口崩片","0.0003","DS163","奥氮平","1","DG12334","奥氮平","0.8169","DC849","二氮卓类、去甲羟二氮卓类和硫氮杂卓类","0.8972","DC375","抗精神病药","0.2045","DC104","精神安定药","0.1691","DC20","神经系统药物","0.6013","DC2","西药","0.7954","","",""
"830","DR1142","精蛋白锌重组赖脯胰岛素混合注射液(25R)","1","DS3625","精蛋白锌混合重组赖脯胰岛素(25R)","1","DG9967","精蛋白锌混合重组赖脯胰岛素(25R)","0.0187","DC1031","胰岛素及其类似物，预混","0.1521","DC506","胰岛素及其类似药物","0.3278","DC144","糖尿病用药","0.345","DC26","消化道和代谢方面的药物","0.3097","DC2","西药","0.7954","","",""
"831","DR84228","乌拉地尔注射液","1","DS927","乌拉地尔","0.5574","DG12048","乌拉地尔","0.1302","DC1103","α-肾上腺素受体拮抗剂","1","DC551","外周作用的抗肾上腺素能药","0.8429","DC155","抗高血压药","0.0327","DC27","心血管系统","0.6531","DC2","西药","0.7954","","",""
"832","DR92204","胃复春胶囊","1","DS17062","胃复春胶囊","1","DG7192","胃复春胶囊","0.4639","DC562","健脾和胃剂","0.1675","DC220","内科补气剂","0.0369","DC57","内科扶正剂","0.0819","DC10","内科用药","0.9704","DC1","中成药","0.6812","","",""
"833","DR95391","平消胶囊","1","DS14266","平消胶囊","1","DG3240","平消胶囊","0.1837","DC30","抗肿瘤药","0.0051","DC4","肿瘤用药","0.0483","DC1","中成药","0.6812","","","","","","","","",""
"834","DR95418","速效心痛滴丸","1","DS14298","速效心痛滴丸","1","DG3284","速效心痛滴丸","0.0014","DC205","内科化瘀宽胸剂","0.133","DC51","内科祛瘀剂","0.8818","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"835","DR95457","温胃舒颗粒","1","DS14351","温胃舒颗粒","1","DG3372","温胃舒颗粒","0.4375","DC559","温中散寒剂","0.2025","DC181","内科温中散寒剂","0.7745","DC45","内科温里剂","0.0005","DC10","内科用药","0.9704","DC1","中成药","0.6812","","",""
"836","DR1231","心脑宁胶囊","1","DS987","心脑宁胶囊","1","DG7842","心脑宁胶囊","0.1109","DC200","内科行气活血剂","0.061","DC51","内科祛瘀剂","0.8818","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"837","DR261","小金丸","1","DS2870","小金丸","1","DG5210","小金丸","0.4533","DC29","外科温经理气活血散结剂","0.0205","DC3","外科用药","0.0185","DC1","中成药","0.6812","","","","","","","","",""
"838","DR593","消炎利胆片","1","DS1127","消炎利胆片","1","DG2530","消炎利胆片","0.1401","DC156","外科清利肝胆剂","0.2789","DC28","外科清热剂","0.9798","DC3","外科用药","0.0185","DC1","中成药","0.6812","","","","","",""
"839","DR2666","香菊感冒颗粒","1","DS2551","香菊感冒颗粒","1","DG7710","香菊感冒颗粒","0.5","DC174","内科清热祛暑剂","0.1739","DC43","内科祛暑剂","0.0001","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"840","DR1636","香菇多糖注射液","0.0435","DS67","香菇多糖","1","DG13230","香菇多糖","0.1175","DC237","其他免疫增强剂","0.9082","DC65","免疫兴奋剂","0.5933","DC14","抗肿瘤药及免疫调节剂","0.0079","DC2","西药","0.7954","","","","","",""
"841","DR1697","纤溶酶注射液","0.9126","DS2871","纤溶酶","1","DG11561","纤溶酶","0.457","DC448","抗血栓形成的酶类","0.0126","DC126","抗血栓形成药","0.6004","DC24","血液和造血器官药","0.6434","DC2","西药","0.7954","","","","","",""
"842","DR238","西洛他唑片","0.6796","DS2872","西洛他唑","1","DG12796","西洛他唑","0.0094","DC449","血小板凝聚抑制剂，肝素除外","0.9574","DC126","抗血栓形成药","0.6004","DC24","血液和造血器官药","0.6434","DC2","西药","0.7954","","","","","",""
"843","DR3470","乌灵胶囊","1","DS988","乌灵胶囊","1","DG7933","乌灵胶囊","0.4704","DC196","内科补肾安神剂","0.3213","DC49","内科安神剂","0.0176","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"844","DR1478","乌鸡白凤丸","1","DS70","乌鸡白凤丸","1","DG7174","乌鸡白凤丸","0.3333","DC33","妇科扶正剂","0.0629","DC5","妇科用药","0.0007","DC1","中成药","0.6812","","","","","","","","",""
"845","DR3298","盐酸文拉法辛缓释片","0.6591","DS824","盐酸文拉法辛","1","DG12972","文拉法辛","0.1039","DC791","其他抗抑郁药","0.2304","DC359","抗抑郁药","0.0572","DC99","精神兴奋药","0.4638","DC20","神经系统药物","0.6013","DC2","西药","0.7954","","",""
"846","DR2901","注射用盐酸万古霉素","1","DS2873","盐酸万古霉素","1","DG12342","万古霉素","0.9573","DC735","糖肽类抗菌药","0.0716","DC322","其他全身用抗菌药","0.0737","DC90","全身用抗菌药","0.9519","DC18","全身用抗感染药","0.1011","DC2","西药","0.7954","","",""
"847","DR2211","妥布霉素滴眼液","0.9846","DS2636","妥布霉素","1","DG13462","妥布霉素","0.0222","DC857","眼科用抗生素类","0.3675","DC380","眼科用抗感染药","0.0859","DC106","眼科用药","1","DC21","感觉器官药物","0.402","DC2","西药","0.7954","","",""
"848","DR2211","妥布霉素滴眼液","0.9846","DS2636","妥布霉素","1","DG13462","妥布霉素","0.0387","DC713","其他氨基糖苷类","0.9994","DC317","氨基糖苷类抗菌药","0.0758","DC90","全身用抗菌药","0.9519","DC18","全身用抗感染药","0.1011","DC2","西药","0.7954","","",""
"849","DR1332","注射用硫酸头孢噻利","1","DS23555","硫酸头孢噻利","1","DG10810","头孢噻利","0.3178","DC730","第四代头孢菌素","0.0192","DC321","其他β-内酰胺类抗菌药","0.5027","DC90","全身用抗菌药","0.9519","DC18","全身用抗感染药","0.1011","DC2","西药","0.7954","","",""
"850","DR1332","注射用硫酸头孢噻利","1","DS23555","硫酸头孢噻利","1","DG10810","头孢噻利","1","DC728","其他头孢菌素类","0.0061","DC321","其他β-内酰胺类抗菌药","0.5027","DC90","全身用抗菌药","0.9519","DC18","全身用抗感染药","0.1011","DC2","西药","0.7954","","",""
"851","DR2413","头孢羟氨苄片","0.3913","DS1761","头孢羟氨苄","1","DG12698","头孢羟氨苄","0.0296","DC727","第一代头孢菌素","0.1394","DC321","其他β-内酰胺类抗菌药","0.5027","DC90","全身用抗菌药","0.9519","DC18","全身用抗感染药","0.1011","DC2","西药","0.7954","","",""
