,ID,PRODUCT_NAME,TRAD_NAME,CHINESE_PATENT_MEDICINE,SMALL_GENERIC_ID,LABEL_FORM_CODE,ACTUAL_FORM_CODE,DRUG_RULE_TYPE,CHRONIC_DRUG,TERM_ID,UPDATE_TIME,UPDATE_BY,DRUG_CODE,SPEC,PACK_SPEC,DOSAGE_UNIT,MIN_UNIT,MAX_UNIT,DOSAGE_UNIT_MIN_SCALE,MIN_UNIT_MAX_SCALE,SPEC_UNIT_MAX_SCALE,EXCEL_CODE,ACTUAL_FORM_NAME,IS_SUBMIT,IS_ENABLE,DRUG_TYPE,CREATE_TIME,STANDARD,PACK,DOSE_VERIFICATION,IS_PUBLISH,SF_FZYY,BIG_GENERIC_CODE,DISPOSED_PRODUCT_NAME,PY
2464,2465,DR3170,红花逍遥片,红花逍遥片,1,DS1169,1,101,0,0,2014/7/2,15:12,gutingting,10130,片剂,1,1,SI8547,1,0,红花逍遥片,honghuaxiaoyaopian,,,,,,,,,,,,,
2465,2466,DR203,和血明目片,和血明目片,1,DS1528,1,10104,0,0,2014/7/3,9:32,gutingting,9236,糖衣片,1,1,SI8584,1,0,和血明目片,hexuemingmupian,,,,,,,,,,,,,
2466,2467,DR485,桂枝茯苓胶囊,桂枝茯苓胶囊,1,DS2590,1,102,0,0,2014/7/3,9:47,gulingling,10135,硬胶囊,1,1,SI8577,1,0,桂枝茯苓胶囊,guizhifulingjiaonang,,,,,,,,,,,,,
2467,2468,DR2168,氨氯地平贝那普利片(Ⅱ),0,DS3662,1,101,0,1,2014/9/12,15:23,yangruier,116206,片剂,1,1,SI543,1,0,氨氯地平贝那普利片(2),anlu:dipingbeineipulipian(2),,,,,,,,,,,,,,
2468,2469,DR3162,连翘败毒丸,连翘败毒丸,1,DS1893,4,401,0,0,2014/7/9,15:14,yangruier,4228,丸剂,1,1,SI8570,1,0,连翘败毒丸,lianqiaobaiduwan,,,,,,,,,,,,,
2469,2470,DR2928,止痛消炎软膏,止痛消炎软膏,1,DS2194,8,801,0,0,2014/7/14,13:08,gutingting,79234,软膏剂,1,1,SI8570,1,0,止痛消炎软膏,zhitongxiaoyanruangao,,,,,,,,,,,,,
2470,2471,DR71,安中片,安中片,1,DS101,1,101,0,0,2014/7/14,13:56,gulingling,7869,片剂,1,1,SI8503,1,0,安中片,anzhongpian,,,,,,,,,,,,,
2471,2472,DR2456,止咳宁嗽胶囊,止咳宁嗽胶囊,1,DS1170,1,102,0,0,2014/7/14,14:44,gutingting,8211,硬胶囊,1,1,SI8488,1,0,止咳宁嗽胶囊,zhikeningsoujiaonang,,,,,,,,,,,,,
2472,2473,DR1326,升华硫软膏,升华硫软膏,0,DS1795,8,801,0,0,2015/1/13,14:52,gulingling,1885,软膏剂,1,1,SI910,1,0,升华硫软膏,shenghualiuruangao,,,,,,,,,,,,,
2473,2474,DR704,清开灵分散片,清开灵分散片,1,DS1529,1,10106,0,0,2014/7/16,11:07,zoujing,8492,分散片,1,1,SI8512,1,0,清开灵分散片,qingkailingfensanpian,,,,,,,,,,,,,
2474,2475,DR3258,清热通淋丸,清热通淋丸,1,DS455,4,401,0,0,2014/9/9,13:56,yangruier,110875,丸剂,1,1,SI8564,1,0,清热通淋丸,qingretonglinwan,,,,,,,,,,,,,
2475,2476,DR1908,利巴韦林泡腾颗粒,奥得清,0,DS1894,5,503,0,0,2015/1/13,13:37,gulingling,2583,泡腾颗粒,1,1,SI717,1,0,利巴韦林泡腾颗粒,libaweilinpaotengkeli,,,,,,,,,,,,,
2476,2477,DR1729,谷氨酸诺氟沙星注射液,谷氨酸诺氟沙星注射液,0,DS1530,19,1902,2,0,2014/7/24,15:00,yangruier,128192,注射液,1,1,SI697,1,0,谷氨酸诺氟沙星注射液,guansuannuofushaxingzhusheye,,,,,,,,,,,,,
2477,2478,DR283,注射用青霉素钾,0,DS1895,19,1901,2,0,2016/7/28,20:09,huangmei,93619,注射剂,1,1,SI677,1,0,注射用青霉素钾,zhusheyongqingmeisujia,,,,,,,,,,,,,,
2478,2479,DR1629,氨酪酸片,氨酪酸片,0,DS456,1,101,0,0,2014/7/25,9:54,gulingling,5304,片剂,1,1,SI843,1,0,氨酪酸片,anlaosuanpian,,,,,,,,,,,,,
2479,2480,DR510,骨刺丸,骨刺丸,1,DS103,4,401,0,0,2014/7/25,9:50,yangruier,4376,丸剂,1,1,SI8595,1,0,骨刺丸,guciwan,,,,,,,,,,,,,
2480,2481,DR2637,骨刺消痛胶囊,骨刺消痛胶囊,1,DS1531,1,102,0,0,2014/7/25,9:55,yangruier,105727,硬胶囊,1,1,SI8593,1,0,骨刺消痛胶囊,gucixiaotongjiaonang,,,,,,,,,,,,,
2481,2482,DR1858,注射用硫酸抗敌素,硫酸多粘菌素E,0,DS3655,19,1913,2,0,2018/3/7,15:46,zhengbingwei,2352,冻干粉针,1,1,1,0,注射用硫酸抗敌素,zhusheyongliusuankangdisu,,,,,,,,,,,,,,
2482,2483,DR1815,八珍胶囊,八珍胶囊,1,DS2196,1,102,0,0,2014/7/25,14:53,gulingling,7614,硬胶囊,1,1,SI8519,1,0,八珍胶囊,bazhenjiaonang,,,,,,,,,,,,,
2483,2484,DR2964,固本止咳膏,固本止咳膏,1,DS2592,31,3101,0,0,2014/7/29,10:09,yangruier,98709,煎膏剂,1,1,SI8510,1,0,固本止咳膏,gubenzhikegao,,,,,,,,,,,,,
2484,2485,DR1375,七味解痛口服液,七味解痛口服液,1,DS2593,3,306,0,0,2014/7/29,13:54,gulingling,129181,口服液,1,1,SI8537,1,0,七味解痛口服液,qiweijietongkoufuye,,,,,,,,,,,,,
2485,2486,DR3142,防己关节丸,防己关节丸,1,DS1797,4,401,0,0,2014/7/30,13:40,yangruier,129297,丸剂,1,1,SI8559,1,0,防己关节丸,fangjiguanjiewan,,,,,,,,,,,,,
2486,2487,DR2177,冠心苏合丸,冠心苏合丸,1,DS458,4,401,0,1,2018/1/19,17:07,liuyan,129247,丸剂,1,1,SI8543,1,0,冠心苏合丸,guanxinsuhewan,,,,,,,,,,,,,
2487,2488,DR3457,补肾康乐胶囊,补肾康乐胶囊,1,DS106,1,102,0,0,2014/8/5,13:56,gulingling,121137,硬胶囊,1,1,SI8525,1,0,补肾康乐胶囊,bushenkanglejiaonang,,,,,,,,,,,,,
2488,2489,DR2510,益母康颗粒,益母康颗粒,1,DS1172,5,501,0,0,2014/8/5,14:11,gutingting,89275,颗粒剂,1,1,SI8576,1,0,益母康颗粒,yimukangkeli,,,,,,,,,,,,,
2489,2490,DR2390,黄连解毒丸,黄连解毒丸,1,DS1173,4,401,0,0,2014/8/5,14:43,yangruier,96794,丸剂,1,1,SI8496,1,0,黄连解毒丸,huanglianjieduwan,,,,,,,,,,,,,
2490,2491,DR1324,补肾益寿片,补肾益寿片,1,DS1798,1,101,0,0,2014/8/5,15:17,gulingling,119010,片剂,1,1,SI8525,1,0,补肾益寿片,bushenyishoupian,,,,,,,,,,,,,
2491,2492,DR1242,双黄连咀嚼片,双黄连咀嚼片,1,DS1896,1,10109,0,0,2014/8/5,15:27,yangruier,76632,咀嚼片,1,1,SI8497,1,0,双黄连咀嚼片,shuanghuanglianjujiaopian,,,,,,,,,,,,,
2492,2493,DR2229,丙戊酸镁片,0,DS84,1,101,0,0,2014/9/15,15:46,gulingling,80602,片剂,1,1,SI843,1,0,丙戊酸镁片,bingwusuanmeipian,,,,,,,,,,,,,,
2493,2494,DR2832,短肽型肠内营养剂,百普素,0,DS1897,6,601,0,0,2017/8/8,13:08,sunmingquan,9954,口服混悬剂,1,1,1,0,短肽型肠内营养剂,duantaixingchangneiyingyangji,,,,,,,,,,,,,,
2494,2495,DR3200,帕利哌酮缓释片,芮达,0,DS460,2,201,1,0,2016/1/12,9:38,gutingting,9677,缓释片,1,1,SI862,1,0,帕利哌酮缓释片,palipaitonghuanshipian,,,,,,,,,,,,,
2495,2496,DR1106,对乙酰氨基酚混悬滴剂,泰诺林,0,DS92,3,313,0,0,2015/1/29,10:34,gutingting,822,混悬剂,1,1,1,0,对乙酰氨基酚混悬滴剂,duiyixiananjifenhunxuandiji,,,,,,,,,,,,,,
2496,2497,DR3335,复方硫酸双肼屈嗪片,常药降压片,0,DS2595,1,101,0,1,2014/6/20,13:22,gulingling,2285,片剂,1,1,1,0,复方硫酸双肼屈嗪片,fufangliusuanshuangjingquqinpian,,,,,,,,,,,,,,
2497,2498,DR1551,活血止痛片,活血止痛片,1,DS2198,1,10103,0,0,2014/6/30,10:56,gutingting,10095,薄膜衣片,1,1,SI8593,1,0,活血止痛片,huoxuezhitongpian,,,,,,,,,,,,,
2498,2499,DR2332,活力苏口服液,活力苏口服液,1,DS108,3,306,0,0,2014/6/30,13:46,gutingting,10098,口服液,1,1,SI8531,1,0,活力苏口服液,huolisukoufuye,,,,,,,,,,,,,
2499,2500,DR3533,乳酸依沙吖啶软膏,彼芬,0,DS461,8,801,2,0,2014/8/11,15:23,gutingting,117986,软膏剂,1,1,SI593,1,0,乳酸依沙吖啶软膏,rusuanyishaadingruangao,,,,,,,,,,,,,
2500,2501,DR3556,盐酸异丙肾上腺素片,盐酸异丙肾上腺素片,0,DS23532,1,101,0,0,2018/3/27,14:10,zhengbingwei,129964,片剂,1,1,1,0,盐酸异丙肾上腺素片,yansuanyibingshenshangxiansupian,,,,,,,,,,,,,,
2501,2502,DR3778,盐酸哌唑嗪片,盐酸哌唑嗪片,0,DS3005,1,101,0,1,2014/8/15,10:54,gutingting,77013,片剂,1,1,SI498,1,0,盐酸哌唑嗪片,yansuanpaizuoqinpian,,,,,,,,,,,,,
2502,2503,DR71409,口炎清颗粒,口炎清颗粒,1,DS3342,5,501,0,0,2014/9/3,10:14,gutingting,5566,颗粒剂,1,1,SI8590,1,0,口炎清颗粒,kouyanqingkeli,,,,,,,,,,,,,
2503,2504,DR829,甲氨蝶呤片,0,DS1578,1,101,0,0,2014/6/3,5959,452,片剂,1,1,SI788,1,0,甲氨蝶呤片,jiaandielingpian,,,,,,,,,,,,,,,
2504,2505,DR1440,鹿瓜多肽注射液,0,DS1575,19,1902,0,0,2014/6/3,1673,517,注射液,1,1,SI817,1,0,鹿瓜多肽注射液,luguaduotaizhusheye,,,,,,,,,,,,,,,
2505,2506,DR1773,醋酸甲地孕酮胶丸,0,DS2228,1,10301,0,0,2016/5/20,15:27,huangmei,1382,454,胶丸,0,0,0,0,醋酸甲地孕酮胶丸,cusuanjiadiyuntongjiaowan,,,,,,,,,,,,,,
2506,2507,DR3311,注射用甲钴胺,0,DS2230,19,1913,0,0,2014/6/3,6073,456,冻干粉针,1,1,1,0,注射用甲钴胺,zhusheyongjiaguan,,,,,,,,,,,,,,,,
2507,2508,DR578,盐酸精氨酸注射液,0,DS500,19,1902,0,0,2014/6/3,3950,458,注射液,1,1,SI476,1,0,盐酸精氨酸注射液,yansuanjingansuanzhusheye,,,,,,,,,,,,,,,
2508,2509,DR1766,精氨酸布洛芬颗粒,0,DS1926,5,501,0,0,2014/6/3,9711,459,颗粒剂,1,1,SI792,1,0,精氨酸布洛芬颗粒,jingansuanbuluofenkeli,,,,,,,,,,,,,,,
2509,2510,DR2644,罗红霉素胶囊,0,DS2222,1,102,2,0,2014/6/3,7213,461,硬胶囊,1,1,SI693,1,0,罗红霉素胶囊,luohongmeisujiaonang,,,,,,,,,,,,,,,
2510,2511,DR685,尼莫地平片,0,DS1565,1,101,0,1,2015/1/27,9:36,gulingling,5255,462,片剂,1,1,SI535,1,0,尼莫地平片,nimodipingpian,,,,,,,,,,,,,
2511,2512,DR3202,尿素乳膏,0,DS1927,8,802,0,0,2014/6/3,8349,465,乳膏剂,1,1,SI561,1,0,尿素乳膏,niaosurugao,,,,,,,,,,,,,,,
2512,2513,DR1897,尿素维E乳膏,0,DS1837,8,802,0,0,2014/6/3,8362,466,乳膏剂,1,1,SI561,1,0,尿素维e乳膏,niaosuweierugao,,,,,,,,,,,,,,,
2513,2514,DR143,醋酸泼尼松片,0,DS1212,1,101,0,0,2016/5/25,13:07,huangmei,1426,468,片剂,1,1,SI665,1,0,醋酸泼尼松片,cusuanponisongpian,,,,,,,,,,,,,
2514,2515,DR2237,氯氮平片,0,DS2231,1,101,1,0,2016/2/2,15:22,gulingling,7706,469,片剂,1,1,SI859,1,0,氯氮平片,lu:danpingpian,,,,,,,,,,,,,
2515,2516,DR2316,氯霉素片,0,DS2232,1,101,2,0,2014/6/3,4915,470,片剂,1,1,1,0,氯霉素片,lu:meisupian,,,,,,,,,,,,,,,,
2516,2517,DR1947,氯霉素注射液,0,DS2232,19,1902,2,0,2014/6/3,6511,471,注射液,1,1,SI675,1,0,氯霉素注射液,lu:meisuzhusheye,,,,,,,,,,,,,,,
2517,2518,DR2415,曲克芦丁注射液,0,DS3709,19,1902,0,0,2014/6/3,7887,474,注射液,1,1,SI530,1,0,曲克芦丁注射液,qukeludingzhusheye,,,,,,,,,,,,,,,
2518,2519,DR2540,诺氟沙星滴眼液,0,DS1838,15,1502,2,0,2014/6/3,631,476,滴眼液,1,1,SI955,1,0,诺氟沙星滴眼液,nuofushaxingdiyanye,,,,,,,,,,,,,,,
2519,2520,DR396,尼群地平片,0,DS151,1,101,0,1,2014/6/3,4802,478,片剂,1,1,SI535,1,0,尼群地平片,niqundipingpian,,,,,,,,,,,,,,,
2520,2521,DR239,氯霉素滴眼液,0,DS2232,15,1502,2,0,2014/6/3,6512,479,滴眼液,1,1,SI952,1,0,氯霉素滴眼液,lu:meisudiyanye,,,,,,,,,,,,,,,
2521,2522,DR1776,炉甘石洗剂,0,DS1213,10,1002,0,0,2014/6/3,5994,480,洗剂,1,1,SI614,1,0,炉甘石洗剂,luganshixiji,,,,,,,,,,,,,,,
2522,2523,DR1929,硫酸庆大霉素注射液,0,DS1580,19,1902,2,0,2014/6/3,6673,481,注射液,1,1,SI696,1,0,硫酸庆大霉素注射液,liusuanqingdameisuzhusheye,,,,,,,,,,,,,,,
2523,2524,DR3679,盐酸替罗非班注射液,艾卡特,0,DS1214,19,1902,0,0,2014/8/13,13:09,gutingting,8783,注射液,1,1,SI449,1,0,盐酸替罗非班注射液,yansuantiluofeibanzhusheye,,,,,,,,,,,,,
2524,2525,DR3705,加味逍遥片,加味逍遥片,1,DS1929,1,101,0,0,2014/8/13,14:13,gutingting,118354,片剂,1,1,SI8547,1,0,加味逍遥片,jiaweixiaoyaopian,,,,,,,,,,,,,
2525,2526,DR3759,盐酸普萘洛尔缓释片,海力欣,0,DS2993,2,201,0,1,2014/8/14,15:42,gutingting,1021,缓释片,1,1,SI531,1,0,盐酸普萘洛尔缓释片,yansuanpunailuoerhuanshipian,,,,,,,,,,,,,
2526,2527,DR3860,盐酸雷莫司琼口内崩解片,奈西雅,0,DS3134,1,105,0,0,2014/8/21,14:04,gutingting,2509,口腔崩解片,1,1,SI379,1,0,盐酸雷莫司琼口内崩解片,yansuanleimosiqiongkouneibengjiepian,,,,,,,,,,,,,
2527,2528,DR3775,参苓白术散,立效,1,DS3002,6,601,0,0,2014/8/15,10:39,gulingling,7187,散剂,1,1,SI8517,1,0,参苓白术散,canlingbaishusan,,,,,,,,,,,,,
2528,2529,DR3880,盐酸精氨酸葡萄糖注射液,华士艾尔,0,DS3140,19,1902,0,0,2014/8/22,10:06,gutingting,90632,注射液,1,1,SI476,1,0,盐酸精氨酸葡萄糖注射液,yansuanjingansuanputaotangzhusheye,,,,,,,,,,,,,
2529,2530,DR3881,注射用盐酸精氨酸,先丁,0,DS500,19,1901,0,0,2014/8/22,10:10,gutingting,129151,注射剂,1,1,SI476,1,0,注射用盐酸精氨酸,zhusheyongyansuanjingansuan,,,,,,,,,,,,,
2530,2531,DR3890,穿心莲注射液,穿心莲注射液,1,DS3144,19,1902,0,0,2014/8/22,10:36,gutingting,99050,注射液,1,1,SI8497,1,0,穿心莲注射液,chuanxinlianzhusheye,,,,,,,,,,,,,
2531,2532,DR3901,梅苏丸,梅苏丸,1,DS3155,4,401,0,0,2014/8/22,11:28,gutingting,79867,丸剂,1,1,SI8493,1,0,梅苏丸,meisuwan,,,,,,,,,,,,,
2532,2533,DR71655,亚叶酸钙片,亚叶酸钙片,0,DS1098,1,101,0,0,2014/9/11,13:38,gutingting,81467,片剂,1,1,SI984,1,0,亚叶酸钙片,yayesuangaipian,,,,,,,,,,,,,
2533,2534,DR71683,复方庚酸炔诺酮注射液,0,DS3573,19,1902,0,0,2014/9/11,16:02,lujingjing,203354,注射液,1,1,SI629,1,0,复方庚酸炔诺酮注射液,fufanggengsuanguinuotongzhusheye,,,,,,,,,,,,,,
2534,2535,DR71840,复方谷氨酰胺颗粒,0,DS1650,5,501,0,0,2014/9/15,17:13,yangli,183046,颗粒剂,1,1,SI444,1,0,复方谷氨酰胺颗粒,fufangguanxianankeli,,,,,,,,,,,,,,
2535,2536,DR71862,阿胶益寿晶,1,DS17247,5,501,0,0,2015/1/15,13:26,gulingling,113436,颗粒剂,1,1,SI8526,1,0,阿胶益寿晶,ajiaoyishoujing,,,,,,,,,,,,,,
2536,2537,DR2780,拉米夫定胶囊,0,DS1839,1,102,0,0,2015/1/15,14:49,gutingting,9757,301,硬胶囊,1,1,SI721,1,0,拉米夫定胶囊,lamifudingjiaonang,,,,,,,,,,,,,
2537,2538,DR1293,注射用盐酸吉西他滨,0,DS2631,19,1901,0,0,2014/6/3,1484,302,注射剂,1,1,SI761,1,0,注射用盐酸吉西他滨,zhusheyongyansuanjixitabin,,,,,,,,,,,,,,,
2538,2539,DR1557,利可君片,0,DS502,1,101,0,0,2014/6/3,1562,303,片剂,1,1,SI465,1,0,利可君片,likejunpian,,,,,,,,,,,,,,,
2539,2540,DR1974,利巴韦林片,0,DS1894,1,101,0,0,2014/6/3,6165,304,片剂,1,1,SI717,1,0,利巴韦林片,libaweilinpian,,,,,,,,,,,,,,,
2540,2541,DR312,甲硝唑氯化钠注射液,0,DS2233,19,1902,2,0,2014/6/3,6617,307,注射液,1,1,SI703,1,0,甲硝唑氯化钠注射液,jiaxiaozuolu:huanazhusheye,,,,,,,,,,,,,,,
2541,2542,DR1553,甲硝唑维B6片,0,DS152,1,101,2,0,2014/6/3,7511,308,片剂,1,1,SI703,1,0,甲硝唑维b6片,jiaxiaozuoweib6pian,,,,,,,,,,,,,,,
2542,2543,DR1853,甲硝唑芬布芬胶囊,0,DS1215,1,102,2,0,2014/6/3,6621,309,硬胶囊,1,1,SI703,1,0,甲硝唑芬布芬胶囊,jiaxiaozuofenbufenjiaonang,,,,,,,,,,,,,,,
2543,2544,DR2230,卡马西平片,0,DS1584,1,101,1,0,2014/6/3,4608,310,片剂,1,1,SI842,1,0,卡马西平片,kamaxipingpian,,,,,,,,,,,,,,,
2544,2545,DR2135,硫唑嘌呤片,0,DS503,1,101,0,0,2014/6/3,38,311,片剂,1,1,SI788,1,0,硫唑嘌呤片,liuzuopiaolingpian,,,,,,,,,,,,,,,
2545,2546,DR2717,华法林钠片,0,DS504,1,101,0,0,2014/6/3,327,314,片剂,1,1,SI447,1,0,华法林钠片,huafalinnapian,,,,,,,,,,,,,,,
2546,2547,DR1064,谷维素片,0,DS1930,1,101,0,0,2014/6/3,3146,315,片剂,1,1,1,0,谷维素片,guweisupian,,,,,,,,,,,,,,,,
2547,2548,DR1496,枸橼酸铋钾颗粒,0,DS146,5,501,0,0,2014/6/3,4863,316,颗粒剂,1,1,SI362,1,0,枸橼酸铋钾颗粒,gouyuansuanbijiakeli,,,,,,,,,,,,,,,
2548,2549,DR2974,卡托普利片,0,DS505,1,101,0,1,2014/6/3,5128,317,片剂,1,1,SI541,1,0,卡托普利片,katuopulipian,,,,,,,,,,,,,,,
2549,2550,DR3307,克拉霉素胶囊,0,DS1564,1,102,2,0,2014/6/3,7851,319,硬胶囊,1,1,SI693,1,0,克拉霉素胶囊,kelameisujiaonang,,,,,,,,,,,,,,,
2550,2551,DR2677,兰索拉唑片,0,DS1931,1,101,0,0,2015/1/15,10:03,gutingting,6042,320,片剂,1,1,SI365,1,1,0,兰索拉唑片,lansuolazuopian,,,,,,,,,,,,
2551,2552,DR3435,克霉唑片,0,DS135,1,101,2,0,2014/6/3,186,325,片剂,1,1,SI355,1,0,克霉唑片,kemeizuopian,,,,,,,,,,,,,,,
2552,2553,DR1935,克霉唑栓,0,DS135,22,2207,2,0,2015/1/26,13:46,gutingting,5138,326,栓剂,1,1,SI617,1,0,克霉唑栓,kemeizuoshuan,,,,,,,,,,,,,
2553,2554,DR2130,克霉唑乳膏,0,DS135,8,802,2,0,2014/6/3,3476,327,乳膏剂,1,1,SI556,1,0,克霉唑乳膏,kemeizuorugao,,,,,,,,,,,,,,,
2554,2555,DR1690,肌苷注射液,0,DS507,19,1902,0,0,2014/6/3,6328,328,注射液,1,1,SI783,1,0,肌苷注射液,jiganzhusheye,,,,,,,,,,,,,,,
2555,2556,DR296,盐酸环丙沙星乳膏,0,DS23503,8,802,2,0,2018/3/1,13:47,shinimin,7434,330,乳膏剂,1,1,SI555,1,0,盐酸环丙沙星乳膏,yansuanhuanbingshaxingrugao,,,,,,,,,,,,,
2556,2557,DR2343,戊酸雌二醇片,0,DS1960,1,10104,0,0,2014/6/3,7286,92,糖衣片,1,1,1,0,戊酸雌二醇片,wusuancierchunpian,,,,,,,,,,,,,,,,
2557,2558,DR2105,富马酸比索洛尔片,0,DS529,1,101,0,1,2014/6/3,2562,95,片剂,1,1,SI532,1,0,富马酸比索洛尔片,fumasuanbisuoluoerpian,,,,,,,,,,,,,,,
2558,2559,DR873,注射用奥沙利铂,奥铂,0,DS1961,19,1913,0,0,2016/1/19,17:13,huangmei,1468,96,冻干粉针,1,1,SI769,1,0,注射用奥沙利铂,zhusheyongaoshalibo,,,,,,,,,,,,
2559,2560,DR1812,白芍总苷胶囊,0,DS1607,1,102,0,0,2016/1/19,15:38,huangmei,883,97,硬胶囊,1,1,SI795,1,0,白芍总苷胶囊,baishaozongganjiaonang,,,,,,,,,,,,,
2560,2561,DR3415,单硝酸异山梨酯分散片,0,DS1952,1,10106,0,1,2014/6/3,1127,98,分散片,1,1,SI490,1,0,单硝酸异山梨酯分散片,danxiaosuanyishanlizhifensanpian,,,,,,,,,,,,,,,
2561,2562,DR2178,爱普列特片,0,DS1608,1,101,0,0,2016/1/15,10:35,huangmei,1124,102,片剂,1,1,SI656,1,1,0,爱普列特片,aipulietepian,,,,,,,,,,,,
2562,2563,DR355,丙酸倍氯米松鼻喷雾剂,0,DS2187,18,1805,0,0,2014/9/1,17:12,gulingling,5049,103,喷雾剂,1,1,SI916,1,0,丙酸倍氯米松鼻喷雾剂,bingsuanbeilu:misongbipenwuji,,,,,,,,,,,,,
2563,2564,DR1989,单硝酸异山梨酯注射液,0,DS1952,19,1902,0,0,2014/6/3,7537,104,注射液,1,1,SI490,1,0,单硝酸异山梨酯注射液,danxiaosuanyishanlizhizhusheye,,,,,,,,,,,,,,,
2564,2565,DR3053,白消安注射液,白舒非,0,DS1878,19,1902,0,0,2014/6/3,2913,105,注射液,1,1,SI756,1,0,白消安注射液,baixiaoanzhusheye,,,,,,,,,,,,,,
2565,2566,DR2973,阿替洛尔片,天诺敏,0,DS1964,1,10104,0,1,2016/1/20,12:44,huangmei,3225,107,片剂,1,1,SI532,1,0,阿替洛尔片,atiluoerpian,,,,,,,,,,,,
2566,2567,DR3352,硫酸阿托品片,0,DS1899,1,101,0,0,2016/1/14,16:29,huangmei,1242,108,片剂,1,1,SI373,1,0,硫酸阿托品片,liusuanatuopinpian,,,,,,,,,,,,,
2567,2568,DR2206,阿维A胶囊,方希,0,DS184,1,102,0,0,2016/1/14,17:15,huangmei,2409,109,硬胶囊,1,1,SI574,1,0,阿维a胶囊,aweiajiaonang,,,,,,,,,,,,
2568,2569,DR1422,注射用阿昔洛韦,0,DS465,19,1913,0,0,2016/1/20,11:28,huangmei,5673,111,冻干粉针,1,1,SI717,1,0,注射用阿昔洛韦,zhusheyongaxiluowei,,,,,,,,,,,,,
2569,2570,DR956,阿昔洛韦乳膏,仁悦,0,DS465,8,802,0,0,2016/12/12,14:39,liuyan,168245,112,软膏剂,1,1,SI578,1,0,阿昔洛韦乳膏,axiluoweirugao,,,,,,,,,,,,
2570,2571,DR3373,盐酸艾司洛尔注射液,爱络,0,DS530,19,1902,0,0,2016/1/20,10:01,huangmei,480,114,注射液,1,1,SI532,1,0,盐酸艾司洛尔注射液,yansuanaisiluoerzhusheye,,,,,,,,,,,,
2571,2572,DR818,安乃近片,0,DS2263,1,101,0,0,2014/6/3,4750,115,片剂,1,1,SI832,1,0,安乃近片,annaijinpian,,,,,,,,,,,,,,,
2572,2573,DR103,氨茶碱片,0,DS1610,1,101,0,0,2016/1/15,14:25,huangmei,4890,117,片剂,1,1,SI932,1,0,氨茶碱片,anchajianpian,,,,,,,,,,,,,
2573,2574,DR1669,氨酚曲马多片,及通安,0,DS185,1,10103,0,0,2014/6/3,806,118,薄膜衣片,1,1,1,0,氨酚曲马多片,anfenqumaduopian,,,,,,,,,,,,,,,
2574,2575,DR2160,硫酸氨基葡萄糖片,保节力,0,DS23497,1,101,0,0,2018/1/31,17:17,shinimin,5054,120,片剂,1,1,SI795,1,0,硫酸氨基葡萄糖片,liusuananjiputaotangpian,,,,,,,,,,,,
2575,2576,DR1845,小儿氨咖黄敏颗粒,0,DS1965,5,501,0,0,2014/6/3,8456,121,颗粒剂,1,1,SI941,1,0,小儿氨咖黄敏颗粒,xiaoerankahuangminkeli,,,,,,,,,,,,,,,
2576,2577,DR2453,盐酸胺碘酮胶囊,0,DS2200,1,102,0,0,2016/1/19,17:27,huangmei,8326,123,硬胶囊,1,1,SI485,1,0,盐酸胺碘酮胶囊,yansuanandiantongjiaonang,,,,,,,,,,,,,
2577,2578,DR2425,盐酸昂丹司琼注射液,0,DS23539,19,1902,0,0,2018/2/23,17:17,shinimin,5702,124,注射液,1,1,SI379,1,0,盐酸昂丹司琼注射液,yansuanangdansiqiongzhusheye,,,,,,,,,,,,,
2578,2579,DR2426,奥美拉唑肠溶片,洛赛克,0,DS82,1,10101,0,0,2016/1/18,17:18,huangmei,8390,126,肠溶片,1,1,SI365,1,1,0,奥美拉唑肠溶片,aomeilazuochangrongpian,,,,,,,,,,,
2579,2580,DR3020,醋酸曲安奈德乳膏,0,DS2265,8,802,0,0,2014/6/3,4261,193,乳膏剂,1,1,SI580,1,0,醋酸曲安奈德乳膏,cusuanquannaiderugao,,,,,,,,,,,,,,,
2580,2581,DR877,磷酸奥司他韦胶囊,达菲,0,DS1966,1,102,0,0,2014/6/3,746,128,硬胶囊,1,1,SI723,1,0,磷酸奥司他韦胶囊,linsuanaositaweijiaonang,,,,,,,,,,,,,,
2581,2582,DR503,奥硝唑阴道泡腾片,圣诺康,0,DS1963,22,2202,2,0,2014/6/3,2361,131,阴道泡腾片,1,1,SI617,1,0,奥硝唑阴道泡腾片,aoxiaozuoyindaopaotengpian,,,,,,,,,,,,,,
2582,2583,DR621,白脉软膏,1,DS531,8,801,0,0,2014/6/3,7517,132,软膏剂,1,1,SI8597,1,0,白脉软膏,baimairuangao,,,,,,,,,,,,,,,
2583,2584,DR1135,注射用胞磷胆碱钠,0,DS1248,19,1913,0,0,2016/1/25,10:07,huangmei,4977,134,冻干粉针,1,1,SI879,1,0,注射用胞磷胆碱钠,zhusheyongbaolindanjianna,,,,,,,,,,,,,
2584,2585,DR1747,盐酸表柔比星注射液,0,DS2266,19,1902,2,0,2016/1/29,15:06,huangmei,8153,136,注射液,1,1,SI767,1,0,盐酸表柔比星注射液,yansuanbiaoroubixingzhusheye,,,,,,,,,,,,,
2585,2586,DR2956,贝美格注射液,0,DS1879,19,1902,1,0,2014/6/3,726,137,注射液,1,1,SI950,1,0,贝美格注射液,beimeigezhusheye,,,,,,,,,,,,,,,
